1.970000000000000000e+02,2.190000000000000000e+02,3.279296875000000000e+00
2.190000000000000000e+02,2.330000000000000000e+02,3.292968750000000000e+00
2.330000000000000000e+02,2.450000000000000000e+02,3.203125000000000000e+00
2.450000000000000000e+02,1.100000000000000000e+01,3.234375000000000000e+00
1.490000000000000000e+02,1.510000000000000000e+02,3.505859375000000000e+00
1.510000000000000000e+02,1.650000000000000000e+02,3.318359375000000000e+00
1.650000000000000000e+02,2.000000000000000000e+02,3.615234375000000000e+00
2.000000000000000000e+02,2.410000000000000000e+02,3.505859375000000000e+00
8.600000000000000000e+01,1.350000000000000000e+02,3.273437500000000000e+00
1.350000000000000000e+02,1.110000000000000000e+02,3.312500000000000000e+00
1.110000000000000000e+02,7.400000000000000000e+01,3.273437500000000000e+00
7.400000000000000000e+01,5.500000000000000000e+01,3.193359375000000000e+00
9.900000000000000000e+01,1.030000000000000000e+02,3.115234375000000000e+00
1.030000000000000000e+02,3.160000000000000000e+02,2.906250000000000000e+00
3.160000000000000000e+02,3.420000000000000000e+02,2.906250000000000000e+00
3.420000000000000000e+02,3.460000000000000000e+02,2.906250000000000000e+00
1.140000000000000000e+02,8.100000000000000000e+01,2.589843750000000000e+00
8.100000000000000000e+01,3.200000000000000000e+01,2.724609375000000000e+00
3.200000000000000000e+01,3.800000000000000000e+01,2.675781250000000000e+00
3.800000000000000000e+01,6.300000000000000000e+01,2.837890625000000000e+00
3.900000000000000000e+01,3.900000000000000000e+01,2.531250000000000000e+00
3.900000000000000000e+01,3.800000000000000000e+01,2.613281250000000000e+00
3.800000000000000000e+01,3.200000000000000000e+01,2.828125000000000000e+00
3.200000000000000000e+01,1.900000000000000000e+01,3.154296875000000000e+00
2.600000000000000000e+01,2.380000000000000000e+02,3.115234375000000000e+00
2.380000000000000000e+02,3.440000000000000000e+02,3.115234375000000000e+00
3.440000000000000000e+02,2.260000000000000000e+02,2.937500000000000000e+00
2.260000000000000000e+02,2.490000000000000000e+02,3.115234375000000000e+00
9.600000000000000000e+01,1.000000000000000000e+02,3.222656250000000000e+00
1.000000000000000000e+02,7.900000000000000000e+01,3.023437500000000000e+00
7.900000000000000000e+01,3.800000000000000000e+01,3.134765625000000000e+00
3.800000000000000000e+01,2.800000000000000000e+01,3.027343750000000000e+00
2.610000000000000000e+02,2.670000000000000000e+02,3.607421875000000000e+00
2.670000000000000000e+02,2.800000000000000000e+02,3.535156250000000000e+00
2.800000000000000000e+02,2.840000000000000000e+02,3.980468750000000000e+00
2.840000000000000000e+02,2.760000000000000000e+02,3.582031250000000000e+00
3.180000000000000000e+02,3.260000000000000000e+02,3.332031250000000000e+00
3.260000000000000000e+02,3.450000000000000000e+02,3.486328125000000000e+00
3.450000000000000000e+02,2.000000000000000000e+01,3.429687500000000000e+00
2.000000000000000000e+01,3.200000000000000000e+01,3.486328125000000000e+00
1.310000000000000000e+02,8.000000000000000000e+01,2.943359375000000000e+00
8.000000000000000000e+01,4.500000000000000000e+01,2.943359375000000000e+00
4.500000000000000000e+01,5.600000000000000000e+01,3.048828125000000000e+00
5.600000000000000000e+01,8.900000000000000000e+01,2.943359375000000000e+00
1.030000000000000000e+02,1.350000000000000000e+02,3.287109375000000000e+00
1.350000000000000000e+02,2.200000000000000000e+01,3.087890625000000000e+00
2.200000000000000000e+01,3.270000000000000000e+02,3.087890625000000000e+00
3.270000000000000000e+02,1.280000000000000000e+02,3.214843750000000000e+00
9.500000000000000000e+01,7.200000000000000000e+01,3.117187500000000000e+00
7.200000000000000000e+01,4.600000000000000000e+01,3.205078125000000000e+00
4.600000000000000000e+01,2.700000000000000000e+01,3.117187500000000000e+00
2.700000000000000000e+01,5.000000000000000000e+00,2.886718750000000000e+00
2.140000000000000000e+02,4.700000000000000000e+01,3.031250000000000000e+00
4.700000000000000000e+01,5.500000000000000000e+01,2.908203125000000000e+00
5.500000000000000000e+01,7.600000000000000000e+01,2.667968750000000000e+00
7.600000000000000000e+01,9.000000000000000000e+01,2.912109375000000000e+00
1.260000000000000000e+02,1.170000000000000000e+02,2.914062500000000000e+00
1.170000000000000000e+02,1.110000000000000000e+02,3.015625000000000000e+00
1.110000000000000000e+02,1.070000000000000000e+02,3.265625000000000000e+00
1.070000000000000000e+02,7.900000000000000000e+01,3.080078125000000000e+00
7.500000000000000000e+01,9.000000000000000000e+01,2.755859375000000000e+00
9.000000000000000000e+01,1.050000000000000000e+02,2.949218750000000000e+00
1.050000000000000000e+02,1.050000000000000000e+02,2.958984375000000000e+00
1.050000000000000000e+02,6.000000000000000000e+00,2.414062500000000000e+00
3.210000000000000000e+02,3.140000000000000000e+02,3.412109375000000000e+00
3.140000000000000000e+02,3.350000000000000000e+02,3.412109375000000000e+00
3.350000000000000000e+02,3.450000000000000000e+02,3.412109375000000000e+00
3.450000000000000000e+02,3.580000000000000000e+02,3.251953125000000000e+00
2.300000000000000000e+02,7.000000000000000000e+01,3.324218750000000000e+00
7.000000000000000000e+01,7.900000000000000000e+01,3.509765625000000000e+00
7.900000000000000000e+01,4.000000000000000000e+00,3.324218750000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,2.925781250000000000e+00
1.120000000000000000e+02,3.600000000000000000e+01,2.972656250000000000e+00
3.600000000000000000e+01,3.900000000000000000e+01,2.785156250000000000e+00
3.900000000000000000e+01,1.100000000000000000e+02,2.849609375000000000e+00
1.100000000000000000e+02,9.100000000000000000e+01,2.982421875000000000e+00
8.900000000000000000e+01,1.120000000000000000e+02,2.884765625000000000e+00
1.120000000000000000e+02,1.380000000000000000e+02,2.986328125000000000e+00
1.380000000000000000e+02,1.470000000000000000e+02,2.794921875000000000e+00
1.470000000000000000e+02,1.260000000000000000e+02,2.794921875000000000e+00
7.600000000000000000e+01,8.600000000000000000e+01,2.957031250000000000e+00
8.600000000000000000e+01,1.000000000000000000e+02,2.845703125000000000e+00
1.000000000000000000e+02,1.190000000000000000e+02,2.689453125000000000e+00
1.190000000000000000e+02,1.420000000000000000e+02,3.011718750000000000e+00
